hash_sec_uid,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
47515a0768b87e83d6ab0182b3dd40cd,1.239723,-1.079847,0.07635506,0.39124215,0.59103644,-0.54634345,-0.29594958,0.10929287
382f2105ad1b7ddb2293be871e433e8d,0.59923273,-1.3367016,0.66852397,1.5106871,0.23166353,-0.98461723,0.3981073,-0.1794321
efb5e00230d557b0a54b87735f5c3310,0.9884319,-0.9569178,0.5798286,1.7026107,0.14710444,-0.2617197,-0.0075097084,-0.1698981
f2b2de5e0f7b97fea52cfc8ce679316d,1.257056,-1.7709488,0.45268872,0.27751806,0.31058335,0.569506,0.826129,0.34075603
3e5372e66acbf4ce54a4022ba7f5223e,0.737044,-0.71945554,-0.3387334,0.74064875,-0.22845006,0.12511745,0.46865296,-0.32472894
bd67dc56fa89dfaed5b8373a2e14dc50,1.3394693,-1.8231122,-0.84123546,-0.018863648,-0.49139518,0.075372785,0.95091575,0.056745775
6e45c44edfc8d1637c6abfa34a8d8f7e,0.26671827,-1.9726605,-0.30550656,-0.15561518,-0.5144852,-0.18739375,1.0564332,0.2621215
9b3ad98738fae05fdb2e81c7be02b650,0.73156714,-1.4524639,0.5673651,1.4690399,0.34606975,-0.92419237,0.28188127,0.102888726
aacdd665a4fe9c0081ceb49b882da0ed,0.67630017,-1.6737212,0.51692,0.6372851,0.32762796,-0.3900889,1.2980231,0.19966125
14aa524e39258abae412c53d4de3dfcf,0.73675764,-1.2253526,0.72700375,1.5434816,0.215229,-0.28272402,-0.11662483,-0.023214675
23da0ede679c42bd89bd72bbb341a6a5,0.42661715,-1.2259222,0.9156781,1.5412966,0.14454174,-0.4018743,-0.025703982,-0.5089122
f7c34881e3e102fea5840f7b4211c438,1.0264065,-2.0167704,-0.13967614,-0.060133785,0.73045415,0.27992317,1.6706469,0.24016714
14d3ed536e40844b62e63cabfde84cbb,0.38375658,-1.984192,0.21717413,1.0735239,0.32884365,-0.14106089,1.0173398,-0.047360457
fe76e39521aaded30ed89fc49e5f7827,0.1181287,-1.2479067,0.4940636,1.0141393,-0.11394919,-0.139014,0.295649,-0.896953
26667bf34d29a5a5fdc763e875e85062,0.88305104,-1.0723321,0.5558442,1.7429588,0.13547906,-0.19188571,-0.08562632,-0.06640623
7c4b404f1c5a1955f4a93ba32d0fa723,0.3362844,-1.9752154,-0.07460431,1.4932301,0.22076654,0.0674535,0.92402697,-0.24297011
a4f4df81294dd45aac21201e8664917c,0.8357999,-1.531776,-1.2228462,0.18166396,0.33166093,0.22897807,1.0104616,-0.3232238
c272941ddb4d5d747999c5a83e6778ed,0.64336073,-1.221127,-0.0130202565,1.2433408,-0.28673464,-0.49250323,0.84237933,1.1210347
5265d7d5de5d1b12c9fc7049b9d3256e,0.55117536,-1.5086555,0.40427408,1.7808177,0.21030444,-0.7421797,0.20237964,-6.5110624e-05
904748d877485b3e24a42cda1e4cdaa9,0.38392758,-1.9612701,-0.6259735,0.60828686,1.1988205,1.454885,1.3247701,0.8337399
b509ed53ff76c9f91dc52cd72938f0ab,0.48323387,-0.6110875,-0.34507164,1.0084825,-0.39742532,0.12748075,0.5585759,-0.93757296
e0c04c3ed5151f0c0eaf13a7ba09d6a5,0.6740839,-1.4383578,0.7824032,1.2463725,0.3873402,-1.0865191,0.36606592,0.024335347
647cb5a1f62739b8a99c58d9165ec756,0.6336557,-1.467617,0.38345465,1.7696257,0.29412544,-0.8172699,0.2240411,-0.24250257
dc98c8b95f58e02ea09fae0cb9f07c17,0.20492043,-1.6870388,0.66041803,1.8767695,0.60953224,0.26156932,-0.978539,-1.282737
2bd7545c8f28692a1d0dfd6759cc128c,1.2659515,-1.2861655,-0.51442796,0.09965518,0.12464278,-0.42163396,0.76261,-0.1360274
e095d80422bc0d9fbc963d4e8dbc1411,1.7151712,-1.2156408,-0.39429238,-0.5923244,3.9095595,1.1029048,0.4473464,-1.5318887
11d06451cc67ab535d3eeabe5c77a448,1.857951,-1.0736586,0.8158539,0.6248157,2.6476643,0.056804895,-1.6531175,-2.044088
e6e8578d75af77d3a3c9c949e7a47215,0.98232013,-0.9774471,0.7539286,1.4725035,0.18126225,-0.35701978,0.033724785,0.017973654
9ff2b9ae0caaad0994744e5c6c6d12d9,0.33757353,-0.982258,0.775796,1.9411952,-0.17901453,-0.23006594,0.08082789,-0.7087507
3eb99921519e363531344ab8c073392f,0.20968445,-0.82131857,-0.40499827,1.166645,-0.4746297,0.287556,0.41870463,-0.8371849
74658d3bde895223f285e46c43eb646c,1.0133355,-1.5467348,-0.7509081,0.4298462,0.091034405,-0.18454581,0.5457191,-0.21995771
4d55a7bcd2346d047f847f73fa2668f8,0.55075127,-0.605617,-0.3825276,1.0078242,-0.35077316,0.11710101,0.5472504,-0.9704807
3413284e37ed25143cfa1455cad04b97,0.22525145,-0.7732937,-0.30210343,2.178879,1.8724099,0.14889061,0.0041927844,-0.47456327
d03c06f84db4d4413de18f3de85bdeee,1.0389342,-0.9041099,0.9610055,1.208552,0.17668483,-0.47450882,0.13809237,0.26229218
dcba3231c8bae7e9997f2df599b3c83f,0.7390838,-2.0140386,0.54169405,-0.08521524,-0.29330552,-0.1264796,1.9431435,0.2609621
994072d7a724f6e8bf23b3fe45bf6f7e,0.86406374,-1.5596032,-0.2738907,1.0877532,0.20913178,-0.38633186,0.37310654,0.41307843
01fe68b1b983d01b8d333881cd3edbe1,0.72835314,-1.1483779,0.04826375,0.25273284,1.4620043,2.0898826,0.90338,-0.47223553
ba3fb64bf10b71213e644eae28d64b0c,1.7714309,-0.81232905,0.59958357,1.2014319,2.2343833,0.29954803,-1.5761064,-2.520662
12288a324131236243f2b05bf795b5d7,0.12632976,-0.8156709,-0.21907799,0.9972248,-0.45706564,0.1572636,0.4915409,-0.9303544
8b551387b1fbd6c503decc5eb2b35164,0.54651326,-1.0409892,0.5872508,1.9803905,-0.029834634,-0.18262804,-0.026115507,-0.6264137
fb53ed3657827c248dd35722f07efa88,1.1164535,-1.1086409,-0.812406,-0.2153408,2.1422102,2.1870105,-0.8317584,-1.4044026
60e70b796d4dd464c73868998c5f5f42,0.5714391,-2.2132273,0.218484,0.31898782,-0.3386801,0.14174065,1.7375897,0.13098127
3debbf14bd360800f9cb9d25f2d7c06c,0.5028009,-0.97001845,-0.054128565,0.40589374,-0.096469946,-0.025946945,0.42108804,-0.24413723
c0d46fd4541c31c1d0c397d15a27a7c5,0.8002618,-1.1126635,0.4875795,1.8695542,0.0892983,-0.11689103,-0.1276193,-0.11549551
cd86256cc78ed190cab878d567a98bce,1.0110505,-0.66163176,0.57594156,1.8687947,-0.043853708,-0.2791314,0.1773968,-0.48085865
e21bd84406c09a96ee96763e76ff21da,1.243528,-2.1827466,0.12126013,0.20126662,-0.30155116,0.19068938,1.6712404,-0.18870261
3d3a127d88314f5c2461e931b9d36bf9,1.1297523,-1.0389906,0.5147698,1.4808515,0.25806716,-0.9775591,0.49702105,0.12708312
edb3c9eda75aac9a46d6bfc8553e66d8,-0.016568884,-1.6191608,0.5155116,2.1704135,-0.010713344,0.061220527,-0.38977277,-0.56070536
5b45907351d7c6a0275003825a84de0f,1.0299034,-0.93031174,0.060179554,1.0181835,-0.24360633,-0.6431043,1.0150052,1.2553729
2d4814a566cb6344eb6ea5fa7fd350da,0.96194905,-0.9504493,0.08560797,1.0323496,-0.24534363,-0.6494086,1.0189893,1.1923376
2aa91d93aa9c58c6ed390c6a61da93cc,-0.032558203,-1.0660882,-0.3012009,1.0723618,-0.40143645,0.26471436,0.31669402,-0.849071
f78d162e40c223499f82fd9c86f1aa22,0.44495124,-0.9083386,0.7712852,1.903463,-0.15530485,-0.26967198,0.12245242,-0.7050837
a6c577fbd409bd77ff2bf374a223ca44,0.8709084,-1.1164714,0.40446743,1.7729114,0.12589914,-0.83371687,0.4294823,-0.09512692
6d1213432b2387200fbcdab34d2ba325,0.049997568,-1.0119075,-0.018265495,0.68071795,-0.33790332,0.070257545,0.434676,-0.6001771
141a74e02929cae754d9f33c4ed9d76f,0.27563423,-1.5786366,0.63250256,1.8045326,0.16727054,-0.09858537,-0.3377962,-0.18230253
0335668a5009f4ee7058909386e0e1a1,1.6646737,-0.1695056,0.8254825,0.71249986,3.7276907,1.0416732,-1.7022882,-2.1009643
94e1b401b40f57a8418defd3108a99a6,1.9257231,-1.4935026,-0.38166365,-1.3156317,2.9737318,1.2920618,-1.4032284,-2.796563
9f9c4f915d2857f3cc1782a5e3279c00,0.9982951,-1.4199805,-0.73999923,-0.08233157,-0.019234842,0.81616753,0.60560715,0.16311672
6ca35774922301c3bbd511aae1e16427,2.2746446,-0.7385256,0.5754178,0.8295691,2.6782835,0.29214466,-1.729386,-2.1144414
a23821c2c4faec9a4e3feb14b1056c83,0.7914939,-1.4043281,0.4707373,1.5748214,0.3629987,-0.91317815,0.2798946,-0.08706751
88f53331f9895eabbb2942088c686f8a,1.3227353,-0.9206182,-0.15217637,-0.086188704,-0.008315748,0.05902618,0.55697405,-0.31944212
db3e9463802704f83c54e4a5800a7c43,1.1725523,-0.22778277,0.9068348,1.0094178,3.68223,1.0901045,-1.8023809,-3.1385105
df2b1a914eba4b7fb8b737710c0418c3,0.49150318,-1.827794,-0.20234208,1.1191232,0.26233035,-0.4029419,0.2578126,0.090609975
b0ce671f1cec04ea3f3eeace8f074807,0.6347644,-1.8261714,-0.5554715,0.76471627,2.4504766,1.1618038,0.37512007,-0.136287
c39061992807c10d14f96f84df1d119c,0.9669674,-2.1463103,-0.13203721,0.17211655,0.5414913,0.28721243,1.531705,-0.1526615
fc9321d4133d79fffb45f1eb8a0ac70b,1.0946745,-2.1466017,-0.027609268,0.52627397,-0.42006117,0.29359904,1.6589493,-0.5835803
80ce95a65d7d6030841b4417ebbd9a30,1.0689845,-1.2674098,-0.31135496,0.10657489,-0.007599538,0.29464573,0.29983494,-0.14198253
dbf942681f1058764264f5b8bf7d0d53,1.1759797,-1.8303479,-0.29118493,0.53357935,0.31097865,-0.26479137,0.48657393,-0.05803863
3da66dfdd2990fb4cbaee2690457ba8f,1.1010998,-2.0570173,-0.21600692,0.23190317,0.470509,0.33540505,1.5728701,0.005216174
67ed4a4e09f4970f41878b0a5c2add6f,1.223895,-2.0632272,-0.28802612,0.21448776,0.48741,0.39876595,1.5412031,0.2677346
b612553e9ed3b64b3fa4b67bddbea0d2,1.2921158,-1.2193296,0.42934415,0.76629364,1.4049547,0.73099786,-0.21126157,-1.7891576
2aebdf406c9340e2a41532f7eb0c0a6b,0.53227264,-1.3030806,-0.1753972,1.5255885,-0.1318565,0.35365963,-0.004318714,-0.26692998
9a46bd831a7b2eb468e750c181e46b05,0.409418,-1.3639851,0.5809894,1.7506264,0.11120849,-0.8741933,0.364041,-0.36941582
0379824901dad1caa862270a9120bbca,0.9251116,-1.6725278,0.18599696,0.86477506,0.2894696,-0.124497294,1.1658369,0.6821444
ba48a362dc968651ef2a30e3be592790,0.802665,-1.1669079,0.9330014,1.2667882,0.22370565,-0.39982307,-0.019624487,0.24416518
bafd3137c1b6fec457ca52ef4b7662a2,0.58300996,-0.86663836,0.74540126,1.8563509,-0.023766464,-0.37056726,0.14036715,-0.956293
181983632873d14ff750cebf5cd065eb,1.2978905,-1.789219,0.04157325,0.6113508,0.34423667,-0.0058101714,1.2786304,-0.13713431
4125af4e5776b67388779ea0dfce5b8d,0.8394012,-2.278522,-0.08221284,0.10170373,0.6116014,0.28837696,1.5035799,-0.117545165
af3c2546b258b6bce9b53409ce998614,0.9177992,-2.4421477,0.09560498,0.33397123,-0.32378727,0.29850358,1.5122617,-0.23678413
1a46ff8097bf91e9456a26ff0bf8d0c7,1.1649535,-0.88854426,-0.75909454,0.6996989,-0.043066688,-0.3485567,0.77519464,0.4436876
a86c2236ea056b2e36b1d4a2adb6c5b2,0.9173725,-1.8619742,0.19347925,0.6907579,0.27348363,-0.08383274,1.2913502,-0.62007654
f2aff0cf14cf7e20b099f7f71642427c,0.44995373,-1.6822649,0.65449125,0.8083409,0.30543435,0.23950803,0.75081754,-0.25900277
3d902d4e079e5e6bf524231631111a04,0.9595148,-0.7736419,0.9806432,1.3237487,0.11757084,-0.5473906,0.2411556,-0.24436307
bfe8ba75a2ced7bbfc658e948c7d5b87,0.09789866,-1.1565053,1.0644208,1.6457362,-0.051149555,-0.43779176,0.0909283,-0.8904648
18901c1f40f70b4699fddc88f4d01b5a,0.18496194,-0.85300624,-0.29686496,1.0286102,-0.451119,0.23241904,0.43441117,-0.7293395
e232c6e5166985fb2ec7d20ec2cfe6aa,1.433283,-1.5661218,0.6909178,0.10825744,2.6786606,0.8657602,-1.0795848,-2.314401
1571c9375b6951dc36484520026630e5,1.4011055,-1.7691364,-0.40288213,0.10815027,0.7106046,0.36733174,1.7391871,0.23485914
b4ae367b542bccd486422fd30726dca7,1.1519893,-1.3506255,0.21466227,0.8685341,0.33332962,-0.33821976,1.3655716,0.091921605
03b1da8358d2292ba23ac4b5399c5b6f,0.6728977,-1.222611,0.07174321,1.1416295,-0.01691789,0.12128955,0.12305012,-0.13798425
4f2f017ed39eb88b08c7f1b3a747e0a2,1.0664781,-0.9690328,0.5280376,1.8134392,0.7255667,0.284508,-0.8480086,-1.4212818
913714ebacaa5321abbf32ddb3d5b402,1.0195376,-0.9946333,0.2690647,1.2629099,-0.043891676,0.44937083,1.0160463,-0.17690256
4f8990f7ecb128a56a930e7ab62ab1aa,0.2566777,-1.150661,0.14385499,1.426178,-0.2891363,0.16713643,0.21501192,-0.6960108
04df9c656e09fa1eafc9535a6666689e,1.0855843,-1.7345207,-0.053598918,0.03292796,0.57058567,0.9708501,1.3348755,0.07791733
0837b81dd5f383070ddc92845cf18e7b,0.83084077,-1.2446901,0.40231922,1.7271852,0.14805233,-0.7745689,0.3448346,0.17494482
49ba4c5240830ea026a5fbcd71391973,0.70356673,-2.2464921,0.10581406,0.689029,-0.6477768,1.150274,1.1042851,-0.4566288
d9b8256824010e3d0aade6805d535610,0.63822526,-1.4416242,0.62048155,1.4794636,0.33315104,-0.9745966,0.31642014,-0.12223787
81efc42068e59615e02a7dfd82eb0608,1.1401488,-1.4439636,-0.9701229,-0.017743379,0.18199557,0.02411896,1.077627,-0.29844573
bfe467e35d596321c1172537c3004b63,0.033419922,-1.4549391,0.36936375,1.6192297,-0.20207345,0.5530711,0.8320547,-0.9672482
700ef66e0fe1294e1a5fe433e31e765f,0.1423813,-1.4932694,-0.22651945,1.7396455,-0.37522352,-0.31164694,0.6553297,0.4183204
3788db8dd5135d1dba67b0765cf3831a,0.7654086,-1.4310011,-0.56703484,-0.14594707,0.058888428,0.6182698,0.6546513,-0.38140526
0f2d6a8bf68a1571349172dd000f444a,1.0296918,-1.4209294,-0.21674101,0.74324095,0.5433795,-0.25966138,-0.566879,0.29559073
1c70ab39bfa49214bc5c608d1d5c9244,0.6321923,-1.3195972,0.13334234,1.0363996,0.024513835,0.110046804,0.0837633,0.021549605
e5829b3f9522e8500070d650a7385878,0.87556064,-0.72543544,0.18597235,1.1112489,-0.36768568,-0.7730588,1.2152942,0.64010656
a4b22a7c97c7a2a8b02f805df0710ff8,0.42544878,-1.9621565,0.08980151,1.217954,0.29788393,-0.056846976,0.98222286,-0.05089531
28efda42c8b9bb3ff9c6c7e0296d8e08,0.35667664,-1.367666,-0.48227718,0.823205,-0.06498588,0.36526006,0.034353152,0.0179018
bda1ba7ffdff36de27e85aa1b9c3079e,1.4667071,-1.2539421,-0.28826305,-0.22128555,2.4559104,0.8052881,-1.673976,-2.0356266
7d9b2593ae4f35827fc407edf8838f30,1.8018574,-0.061219085,0.7315737,0.81033766,4.213444,1.1725202,-2.0323334,-3.0103505
6c93c94b4fb78b226d2c27a9d8ea7e0a,1.7406126,-1.4332676,-0.6929471,0.1067445,1.3650054,0.973956,-1.0295922,-1.695672
4eb33b95d4921cba83caf51f61db618b,1.9517859,-0.7931127,0.30254224,0.20083728,2.1914682,0.37358677,-1.2488865,-2.5070179
af327f20bb2d239fe4dd986c6231a3cb,1.0918335,-0.8349073,-0.40100357,0.4645647,-0.21233654,0.22863546,0.5464664,-1.0165232
9b1adffd9c0a4256771b8f6d1e0840ab,0.79138285,-1.3840625,0.5638541,1.4687184,0.31813914,-0.9240028,0.31793582,0.14847744
3a1c2ac58c4564ce72d7c696bd4c2556,0.18668605,-0.9211599,0.17464806,1.021987,1.4311794,1.2422094,-0.49289256,-0.45554003
58c953b590e144686d968ee86afc0a82,0.77097565,-1.065393,-0.17010777,1.4428384,-0.3554482,-0.42628634,0.87947977,0.9914984
c5d0aa87bf6d15ca41a82cc8ce52e590,1.0589901,-2.345094,-0.030887881,0.43082657,-0.3742072,0.38409182,1.5263659,-0.114881255
059c01b075c87cae2e050199a6177778,1.8384216,-0.030874418,0.9135682,0.60794747,4.4909587,1.1720678,-2.2099023,-3.4335277
486c357eef28b1c47e2dee10e844879c,1.3788884,-2.2326694,0.01657792,0.18485507,-0.27296418,0.29367557,1.6008724,0.19095737
8b70cbe4ae6da914e95c240048990f30,0.46805423,-1.591543,0.095216714,0.90208304,0.2583946,-0.70754755,0.5188149,-0.4370581
666e58173a7ebfdd474a45efcfeace03,0.6848272,-1.2534809,0.61039436,1.5700872,0.24530897,-1.0042158,0.43063164,-0.35350224
3dddb09b6f5462a5bfd1e8f4e9479e87,0.048943505,-1.1101592,0.9049905,1.9169347,-0.17715865,-0.295555,0.06866598,-0.9890839
261a2961973b8b70c76d2de20385ee8e,0.45768356,-1.2626356,0.798699,1.661499,0.016496891,-0.18398893,-0.109558254,-0.013354562
ba82cfca0cab060e8b4f08001127cd76,1.3615932,-1.596585,-0.080068745,0.8337246,0.21835762,0.052847803,1.3548626,-0.34190848
e312d70440c0cdf72864d823382e4272,0.9751707,-2.2056255,-0.73260605,-0.11541465,0.44663954,0.29965198,0.98373926,0.18510371
08c0e3a72eae419347c99158363153a4,0.9056261,-1.23678,0.5463385,1.4918516,0.3045833,-0.9701475,0.3992427,0.0009248331
7307e1a0fe46be15166a58a44ee0972f,0.5000044,-1.1854496,0.14791675,0.0011743903,2.203185,1.860359,0.67243195,-0.5619899
109fe0937edcf02d959dde679754a43f,1.521486,-1.7174217,0.35749277,0.07709178,0.49454433,-0.26322335,1.4097246,0.22619766
6058ab48ee8dc512b7f41f410ead68f6,0.3386659,-1.4366317,-0.1017879,1.4957751,-0.1044466,0.32526267,-0.0500907,-0.38617143
2f0fa2846d15ae88e94f5b7e01509986,0.67266154,-1.7329166,-0.37655327,1.260021,0.25040698,-0.3227983,0.24828625,0.12017491
7e5ff26bc2ff7321cb0650b76397d239,2.0011873,-1.3586696,-0.5238879,0.8540548,0.33246845,0.8761306,-0.33499584,-0.18667087
d9c2406bcc475efc48f0eb3ae0865e8c,0.5371895,-1.7428483,0.28207108,1.01574,0.2782483,-0.24061602,1.1828388,-0.1558967
076ef0729fd57f97c335077006fdc8e9,0.33070695,-0.90265054,0.89517456,1.8359568,-0.18205833,-0.33975196,0.17447951,-0.81603134
0b2d10f3aa9b9a4093b717a77c10ea54,0.77962637,-1.6846018,0.13432927,1.842447,0.33194953,-0.53820837,-0.02173151,0.5642856
54c69e7b333d589a8623b0414600cded,0.56129354,-0.7568478,0.0004107561,1.0878062,2.4657583,1.5122256,-1.1910788,-1.9658854
31d376f1d6de0ae975a3aa6a6d294bfd,0.6664539,-0.7776021,0.530907,2.1195102,-0.13335791,-0.20643276,0.11664054,-0.90840214
fbbe3b7113203229d8454f98f11287f6,1.9514071,-1.0474728,0.5065581,-0.24981984,2.5303993,0.26567614,-1.4018047,-2.1679966
27b83314b3781d13cfa29764b06df401,0.898338,-1.5148299,-1.2159085,0.5423019,1.4910086,-0.1573349,-0.29066753,-0.68540686
c4121804261bc03fdf62812832cb7ab4,0.63673073,-1.0883112,-0.26472285,0.581192,-0.39735854,0.40667862,0.38712168,-0.93271565
c2d6c44831bcb6e5c7eae8dee4f16f57,0.9481613,-1.390986,0.626727,1.2635634,0.39636812,-0.968145,0.3183372,0.49379465
5ebfdb8af185da779ffa163e37d5cbc1,1.0369672,-1.359815,0.51868635,1.5217967,1.3583914,0.19442618,-1.1604496,-1.3790781
ba3fc5931a2523e3ff22d684e9c5bf67,1.2984263,-1.232913,-0.72593457,0.3627635,0.069467954,-0.30156034,0.7374352,-0.3308684
6fa16737899b76cd98101365a411c4fb,2.581509,-0.9021533,0.17048104,-0.26740286,3.5476696,0.602364,-2.0668893,-2.8176868
5a085101d334e739224e66d613a40b01,1.5461899,-1.4403372,0.5785582,0.31297335,0.7634136,0.7578895,0.30035904,-1.600214
64132d9961665401430b062ab1a7d7b6,0.71719974,-0.89970875,0.76978105,1.7014649,-0.023912227,-0.3098017,0.10520537,-0.33677202
e7aad9b06b5a826d7170b9ef5f823218,0.77565956,-1.6697427,0.17324467,1.8052702,0.34697384,-0.58208126,0.0031208694,0.49162278
c547e593e0831c12f91df31436bd529d,0.7922668,-1.4658754,0.49193332,0.71434426,0.30536324,-0.46914732,1.4132371,-0.14683682
8b389a9c459a5e80c84e8f86baf35f23,0.2891419,-1.4074328,0.5252071,1.8880166,0.05277919,-0.8031365,0.32697833,-0.464951
b4676be657768398a0e0bba048eb2012,1.077474,-1.5618194,0.22820564,1.5678749,0.46358097,-0.69341475,0.06628667,0.72719383
f76a61376db9e1ca0faded4513e9dfbd,1.5713147,-2.1124132,-0.37482384,0.3689516,1.4065137,0.15150717,0.5421579,-0.31574312
6dfa8d78354e86e8b8fa4a3f1580db91,0.6492609,-1.534101,0.6738017,0.6973301,0.20133412,0.29833788,0.8384064,0.27231592
904a093ffbff6288eba808238e5fca92,0.64815027,-1.1879976,0.28347012,0.91348267,0.0014128629,-0.022471368,0.21901962,-0.11834546
b8b5e66f7466d057065447445b1fe4d1,1.1016965,-1.3404464,0.18315597,0.20323136,0.7102365,-0.55869454,-0.42065507,0.347618
58aeb093a756a5e2da315818b58261f0,0.5505414,-0.9652172,0.7823294,1.7735728,-0.054859944,-0.29488826,0.081251144,-0.5063553
8d4c4b673065f95158a3acb1f6639b7a,0.8774162,-1.9595485,-0.8387677,0.27179357,-0.63340324,0.1489838,0.88474345,-0.41726455
df94e89abd995090a79790f693ed5462,0.9580999,-0.7809956,1.0673105,1.2098795,0.12771855,-0.58973,0.2631078,-0.13069573
070a6e3d3b0c163a16411c7b90c45433,0.5418165,-1.304608,0.6539093,1.7370797,0.11887079,-0.16592991,-0.1806505,-0.101897754
a0842688a8fc513bccf718534a03dfab,1.1369234,-1.1211318,-0.17244767,1.2920585,0.47621745,0.615879,-0.583274,-1.0455368
5ed2aef2d728b0bf797745e686f5b82f,1.903731,-1.6406506,-0.69604796,-0.18134508,1.746334,1.1053307,-1.3258115,-1.2331896
958a3ebf4cf5e430eaecbfab9559c82a,0.5115202,-1.0141044,-0.19390689,0.54991424,-0.11710716,0.08992958,0.343486,-0.1705367
0c5f983beb7596836feb0fc20e9784a4,0.712557,-1.1222781,0.924206,1.3743072,0.14574897,-0.38325655,0.013491258,0.06117571
